name,key,C_Major,C_minor,C#/D♭_Major,C#/D♭_minor,D_Major,D_minor,D#/E♭_Major,D#/E♭_minor,E_Major,E_minor,F_Major,F_minor,F#/G♭_Major,F#/G♭_minor,G_Major,G_minor,G#/A♭_Major,G#/A♭_minor,A_Major,A_minor,A#/B♭_Major,A#/B♭_minor,B_Major,B_minor
ギャラリー（井上陽水） ,D_minor,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,14,0,0,23,6,20,0,0,0
Just Fit（井上陽水） ,A_minor,5,0,2,0,0,0,2,0,6,0,59,0,0,0,6,0,0,0,0,57,4,0,0,0
ラブレターの気分で（井上陽水） ,D_minor,0,0,0,0,0,34,0,0,2,0,0,0,0,0,0,25,0,0,29,0,4,0,0,0
ライバル（井上陽水） ,D_minor,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タイランド ファンタジア（井上陽水） ,C_Major,21,0,0,0,4,11,0,0,2,0,7,0,0,0,15,0,10,0,0,13,5,0,0,0
ゼンマイじかけのカブト虫（井上陽水） ,B_minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,34
ナイト・メロディー（井上陽水） ,A#/B♭_Major,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,0
ミス コンテスト（井上陽水） ,G_minor,0,8,0,0,15,0,20,0,0,0,10,0,0,0,0,13,0,0,0,3,0,0,0,0
チエちゃん（井上陽水） ,C#/D♭_Major,0,0,32,0,0,0,0,25,0,0,0,8,9,0,0,0,21,0,0,0,4,3,0,0
ビルの最上階（井上陽水） ,G_minor,0,0,0,0,28,0,11,0,0,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0
プールに泳ぐサーモン（井上陽水） ,G_Major,5,0,0,0,19,0,0,0,0,11,0,0,0,0,12,0,0,0,6,6,0,0,0,0
Love is you（井上陽水） ,G#/A♭_Major,0,0,14,0,0,0,12,0,0,0,0,13,0,0,0,0,18,0,0,0,2,8,0,0
Make-up Shadow（井上陽水） ,F_minor,8,8,12,0,0,0,17,2,0,0,4,32,4,0,0,2,8,0,0,0,8,18,4,0
ラヴ ショック ナイト（井上陽水） ,B_minor,0,0,0,0,0,0,0,0,0,9,0,0,21,0,6,0,0,0,0,0,0,0,0,24
ミスキャスト（井上陽水） ,G_minor,4,3,0,0,10,0,3,0,0,0,8,0,0,0,0,16,0,0,0,0,4,0,0,0
ダンスの流行（井上陽水） ,G_Major,10,0,0,0,10,0,0,0,0,12,0,0,0,0,25,0,0,0,0,5,0,0,2,0
ハトが泣いてる（井上陽水） ,C_Major,24,0,0,0,0,12,0,0,0,0,6,0,0,0,12,0,0,0,0,3,0,0,0,0
チャイニーズ フード（井上陽水） ,C_Major,19,0,0,0,0,0,0,0,4,3,26,0,0,0,2,0,0,0,0,4,4,0,0,0
ストイック（井上陽水） ,D#/E♭_Major,0,10,0,0,3,0,0,0,0,0,0,18,0,0,3,9,3,0,0,0,6,0,3,0
ドレミのため息（井上陽水） ,G_Major,0,4,0,0,10,0,0,0,0,0,4,0,0,0,14,4,0,0,2,6,0,0,0,0
フィクション（井上陽水） ,D_minor,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0
リバーサイドホテル（井上陽水） ,D_minor,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,25,0,0,18,0,1,0,0,0
ロングインタビュー（井上陽水） ,E_Major,0,0,0,4,0,0,0,0,8,0,0,0,0,8,0,0,0,4,6,0,0,0,8,4
Happy Birthday（井上陽水） ,G_Major,0,0,0,0,7,6,0,0,0,11,3,0,0,0,12,0,0,0,0,0,0,0,2,0
夏の終りのハーモニー（井上陽水・安全地帯） ,E_Major,0,0,5,4,0,0,0,0,22,0,0,0,0,15,0,0,0,19,23,3,0,3,25,0
海はどうだ（井上陽水） ,B_minor,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,6,0,0,0,0,12
感謝知らずの女（井上陽水） ,G_Major,6,0,3,0,7,0,0,0,0,4,0,0,0,0,12,0,0,0,0,16,6,0,0,0
甘い言葉ダーリン（井上陽水） ,G_Major,8,0,0,0,6,0,0,0,0,0,0,0,0,0,28,0,0,0,0,6,0,0,0,0
闇夜の国から（井上陽水） ,C#/D♭_Major,0,0,45,0,0,0,0,30,0,0,13,0,0,0,0,0,9,0,0,0,0,13,0,0
愛の装備（井上陽水） ,C_Major,24,0,0,0,3,18,0,0,0,0,9,0,0,0,6,3,0,0,0,0,0,0,0,0
家へお帰り（井上陽水） ,A#/B♭_Major,0,4,0,0,0,0,2,0,0,0,6,0,0,0,0,4,0,0,2,0,10,0,0,0
愛されてばかりいると（井上陽水） ,C_minor,0,12,0,0,0,0,0,0,0,0,0,10,0,0,11,0,2,0,0,0,0,0,0,0
映画に行こう（井上陽水） ,A_Major,1,0,1,0,7,0,0,0,7,0,3,0,3,0,0,0,0,0,13,0,0,0,1,0
ワカンナイ（井上陽水） ,D_minor,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0
My House（井上陽水） ,E_minor,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,27,0,0,8,1
英雄（井上陽水） ,F_Major,7,0,0,0,1,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,4,0,0,0
夏の終りのハーモニー～初心者向け簡単Ver.～（井上陽水・安全地帯） ,E_Major,0,0,5,4,0,0,0,0,19,0,0,0,3,15,0,0,0,19,17,3,0,0,30,0
愛は君（井上陽水） ,B_minor,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,20
灰色の指先（井上陽水） ,D_minor,0,0,0,0,0,0,0,0,38,0,6,0,0,0,0,0,0,0,0,21,0,0,0,0
ロンドン急行（井上陽水） ,F_Major,44,0,0,0,0,13,0,0,0,0,32,0,0,0,0,0,0,0,4,1,5,0,0,0
夏まつり（井上陽水） ,E_minor,8,0,0,0,9,0,0,0,0,44,0,0,0,0,0,0,0,0,0,22,0,0,12,0
帰れない二人（井上陽水） ,D_Major,0,0,0,0,56,0,0,0,4,7,0,0,7,2,30,0,0,0,7,0,18,0,0,18
移動電話（井上陽水） ,C_Major,20,0,0,0,0,19,0,0,3,12,4,0,0,0,21,0,0,0,0,6,0,0,0,0
炎熱の月明かり（井上陽水） ,C_Major,1,0,2,2,8,3,0,0,12,1,2,1,2,8,0,0,0,0,5,2,0,0,6,9
海へ来なさい（井上陽水） ,A#/B♭_Major,0,13,0,0,0,4,6,2,0,0,0,0,0,0,4,8,0,0,0,0,10,0,0,0
ありがとう（井上陽水・奥田民生） ,D_Major,14,0,0,0,36,0,0,0,14,11,0,0,3,0,21,0,0,0,15,4,2,0,8,12
パラレル・ラブ（井上陽水・奥田民生） ,E_Major,4,0,1,11,3,0,0,0,8,0,0,0,5,0,0,0,2,5,17,0,0,0,15,0
月ひとしずく（井上陽水・奥田民生） ,E_Major,7,4,0,0,7,0,0,0,12,2,0,0,0,0,10,0,0,0,2,10,0,0,6,8
アジアの純真（井上陽水・奥田民生） ,C_Major,64,0,0,0,3,0,1,0,3,0,23,2,0,0,41,1,1,0,0,9,2,0,0,0
夏の終りのハーモニー～初心者向け簡単Ver.～（井上陽水・安全地帯） ,E_Major,0,0,5,4,0,0,0,0,19,0,0,0,3,15,0,0,0,19,17,3,0,0,30,0
夏の終りのハーモニー（井上陽水・安全地帯） ,E_Major,0,0,5,4,0,0,0,0,22,0,0,0,0,15,0,0,0,19,23,3,0,3,25,0
なんとなく なんとなく（井上順） ,G_Major,0,0,0,0,23,0,0,0,0,3,0,0,0,0,20,0,1,0,3,18,0,0,3,0
昨日・今日・明日（井上順） ,C_Major,26,0,0,0,4,8,0,0,0,12,14,2,0,0,11,0,0,0,0,8,2,0,0,0
お世話になりました（井上順） ,D_Major,0,0,0,0,53,0,0,2,0,11,0,0,0,3,17,0,0,0,27,0,1,0,3,33
ヒカリ（井手綾香） ,G_Major,40,2,1,8,60,0,7,2,4,18,0,0,0,0,21,0,1,0,0,9,1,0,2,10
愛の詩（今井美樹） ,C#/D♭_Major,0,0,17,0,3,0,6,8,3,3,8,6,13,5,3,0,15,0,5,0,6,8,1,2
黄昏のモノローグ（今井美樹） ,G_Major,21,2,0,0,34,0,2,0,0,15,4,0,0,5,23,0,0,0,4,11,2,0,11,6
PRIDE（今井美樹） ,D#/E♭_Major,0,19,1,0,0,0,61,0,0,0,3,3,0,0,0,3,0,14,0,0,40,0,0,0
PRIDE～初心者向け簡単コードVer.～（今井美樹） ,D#/E♭_Major,0,19,1,0,0,0,59,0,0,0,3,3,0,0,0,3,0,14,0,0,37,0,0,0
潮騒（今井美樹） ,E_Major,0,0,4,16,4,0,0,10,27,0,0,0,0,18,0,0,10,16,20,0,0,0,28,0
Goodbye Yesterday（今井美樹） ,G#/A♭_Major,0,8,4,2,0,0,14,0,0,0,0,10,2,0,0,0,16,0,0,0,2,15,0,0
瞳がほほえむから（今井美樹） ,A#/B♭_Major,2,15,0,0,2,9,21,8,0,8,30,0,0,0,2,7,6,0,0,0,38,0,0,0
太陽のメロディー（今井美樹×小渕健太郎 with 布袋寅泰＋黒田俊介） ,C_Major,31,0,0,0,1,13,0,0,1,9,24,1,0,0,39,0,1,0,1,18,0,0,0,0
純（今井翼） ,D_minor,12,0,0,0,0,31,0,0,0,6,6,0,0,0,0,14,0,0,32,6,26,0,0,0
風の詩（今井翼） ,F#/G♭_Major,0,0,14,0,0,0,0,0,3,0,0,0,32,0,0,0,0,8,0,0,0,6,32,0
Last Engage（仮面ライダーGIRLS） ,D#/E♭_minor,0,0,48,0,6,0,0,84,4,0,0,0,14,0,0,0,0,10,0,0,0,6,19,0
Mystic Liquid（仮面ライダーGIRLS） ,C#/D♭_minor,0,0,19,28,0,0,0,0,2,0,0,0,0,6,0,0,0,13,52,0,0,0,35,0
恋のダウンロード（仲間由紀恵 with ダウンローズ） ,D_Major,0,0,0,2,19,0,0,0,0,15,0,0,2,14,21,0,0,0,27,0,0,0,0,18
ポーリュシカ・ポーレ（仲雅美） ,A#/B♭_minor,0,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,52,0,0
街が泣いてた（伊丹哲也とSide by Side） ,E_Major,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,22,17,0,0,0,21,0
雨の物語（伊勢正三） ,E_minor,12,0,0,0,18,0,0,0,9,42,0,0,2,0,10,0,3,0,0,16,0,0,10,19
花と小父さん（伊東きよ子） ,B_minor,0,0,10,2,4,0,0,0,0,10,0,0,34,2,6,0,0,0,5,0,0,0,0,32
朝を返して（伊東ゆかり） ,D#/E♭_Major,0,6,0,0,0,0,29,0,0,0,2,9,0,0,0,9,15,0,0,0,12,0,0,0
あの人の足音（伊東ゆかり） ,G_minor,0,9,0,0,37,0,3,0,0,0,0,0,0,0,9,32,0,0,5,0,0,0,0,0
誰も知らない（伊東ゆかり） ,C#/D♭_minor,0,0,2,22,0,0,0,0,4,0,0,0,0,23,0,0,26,0,5,0,0,0,5,0
青空のゆくえ（伊東ゆかり） ,F_minor,15,0,10,0,6,0,5,0,3,0,17,16,6,0,8,9,5,4,0,2,4,6,4,0
恋のしずく（伊東ゆかり） ,F_minor,22,0,6,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,12,0,0
小指の想い出（伊東ゆかり） ,A#/B♭_minor,0,0,4,0,0,0,0,28,0,0,21,0,3,0,0,0,4,0,0,0,5,44,0,0
朝のくちづけ（伊東ゆかり） ,F#/G♭_minor,0,0,24,0,4,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,18
知らなかったの（伊東ゆかり） ,F_minor,17,3,0,0,0,0,3,0,0,0,0,28,0,0,0,0,6,0,0,0,0,18,0,0
青い麦（伊藤咲子） ,A#/B♭_minor,0,4,2,0,0,0,2,18,0,0,20,0,0,0,0,0,4,0,0,0,6,32,0,0
白い灯台（伊藤咲子） ,G_Major,9,0,0,0,26,0,0,0,0,6,0,0,0,0,38,0,0,0,8,8,2,0,6,0
待ちこがれて（伊藤咲子） ,A#/B♭_Major,4,3,0,0,5,9,10,0,9,0,28,0,4,0,2,17,5,0,0,0,35,0,0,0
女の歌（伊藤咲子） ,B_minor,0,0,0,0,12,0,4,0,0,25,3,0,19,2,11,0,3,0,15,0,0,0,2,30
想い出のセンチメンタル・シティー（伊藤咲子） ,E_minor,8,0,0,0,0,0,0,0,3,30,0,0,3,4,0,0,0,0,0,13,0,0,27,0
紅い花（伊藤咲子） ,A#/B♭_Major,4,4,12,0,0,0,12,4,0,0,34,0,8,0,0,2,8,0,0,0,28,2,0,0
寒い夏（伊藤咲子） ,C_minor,0,51,0,0,6,0,4,0,0,0,0,2,0,0,14,0,8,0,0,0,26,0,0,0
いい娘に逢ったらドキッ（伊藤咲子） ,D_Major,6,4,0,0,36,3,0,0,0,9,0,0,0,0,7,6,0,0,8,0,2,0,3,21
夢みる頃（伊藤咲子） ,A_minor,13,0,0,0,0,10,0,0,23,0,17,0,0,0,8,0,0,0,0,21,0,0,0,0
木枯しの二人（伊藤咲子） ,G#/A♭_minor,0,0,0,16,0,0,15,0,5,0,0,0,7,0,0,0,0,31,0,0,0,0,7,0
何が私に起こったか（伊藤咲子） ,G_minor,0,8,0,1,16,0,12,0,4,0,18,0,5,0,2,29,0,8,2,0,2,0,0,0
ひまわり娘（伊藤咲子） ,C_Major,40,0,0,0,7,8,2,0,4,0,24,3,0,0,26,0,0,0,0,4,0,0,0,0
愛のシルフィー（伊藤咲子） ,G_minor,0,12,0,0,20,0,7,0,0,0,12,0,0,0,4,30,0,0,2,3,6,0,0,0
冬の星（伊藤咲子） ,G#/A♭_minor,0,0,0,14,0,0,19,5,3,0,0,0,6,0,0,0,0,32,0,0,0,2,8,0
乙女のワルツ（伊藤咲子） ,G_Major,16,0,0,0,16,0,1,0,3,7,0,0,0,0,28,0,0,0,8,4,0,0,7,7
青い鳥逃げても（伊藤咲子） ,A_Major,4,0,0,12,7,5,0,0,34,0,5,0,0,2,4,0,0,0,22,2,0,0,0,10
つぶやきあつめ（伊藤咲子） ,A_minor,6,0,0,0,0,17,0,0,30,0,5,0,3,0,5,0,0,0,2,20,1,0,1,2
きみ可愛いね（伊藤咲子） ,C#/D♭_Major,0,0,49,0,0,0,0,8,0,0,8,8,35,0,4,0,19,0,0,0,4,4,0,0
サヨナラ模様（伊藤敏博） ,E_minor,2,0,0,0,4,0,6,0,2,33,0,0,2,6,4,0,0,0,0,21,0,0,26,0
I'm Here（伊藤由奈） ,F#/G♭_minor,0,0,10,0,27,0,0,0,13,0,0,0,0,20,0,0,0,0,2,0,0,0,0,14
Urban Mermaid（伊藤由奈） ,E_Major,0,0,11,6,0,0,0,14,11,0,0,0,14,2,0,0,0,0,9,0,0,0,26,0
Faith（伊藤由奈） ,B_Major,0,0,0,9,0,0,10,19,28,6,2,0,9,6,0,0,12,8,0,0,0,0,8,0
trust you（伊藤由奈） ,F_Major,45,0,0,0,0,21,0,0,0,0,22,0,0,0,0,12,0,0,0,0,16,0,0,0
Precious（伊藤由奈） ,E_Major,0,0,13,7,4,1,0,9,7,0,0,0,11,0,0,0,0,8,10,4,0,0,23,3
losin'（伊藤由奈） ,F_Major,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,9,0,0,0,47,45,0,0,0
stuck on you（伊藤由奈） ,D_Major,15,0,0,0,16,0,0,0,0,3,0,0,0,4,17,2,0,0,11,0,11,0,0,8
おしえて～アルプスの少女ハイジ～（伊集加代子） ,C_Major,24,0,0,0,0,3,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0
バン・ボ・ボン（伊集加代子） ,G_Major,6,0,0,6,27,0,0,0,9,3,0,0,0,0,32,0,0,0,0,20,0,0,9,0
鮮やかにいきたい（住岡梨奈） ,B_Major,0,0,5,4,29,6,2,2,34,17,0,0,10,15,5,0,0,5,35,0,0,0,25,16
カラフル・モノクローム（住岡梨奈） ,D_Major,6,0,0,0,41,0,0,0,2,0,0,0,5,0,41,0,0,0,15,0,0,0,0,11
25の瞳（住岡梨奈） ,F_Major,32,5,0,0,6,8,0,0,0,0,31,0,0,0,2,12,0,0,8,16,23,5,0,0
ぼくらの歩む道（住岡梨奈） ,E_Major,3,0,0,12,2,0,0,0,26,0,0,0,0,14,0,0,0,13,17,16,0,0,20,1
にっぽん・なんばあず（住岡梨奈） ,C#/D♭_Major,0,0,36,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
moyamoya（住岡梨奈） ,A#/B♭_Major,0,31,0,0,0,0,33,0,0,0,54,0,0,0,0,13,3,0,0,0,46,0,0,0
言葉にしたいんだ（住岡梨奈） ,G_Major,16,1,8,0,28,0,12,0,7,2,2,1,0,0,20,0,13,0,0,15,0,1,1,4
flavor（住岡梨奈） ,C_Major,28,0,0,0,2,31,0,0,2,25,25,4,0,0,31,0,2,0,19,6,0,0,0,0
hear（住岡梨奈） ,C_Major,35,0,0,0,0,12,0,0,0,5,37,0,0,0,8,4,0,0,2,10,23,0,0,0
マイフレンド（住岡梨奈） ,F_Major,33,0,0,0,1,22,0,0,1,0,27,0,0,0,0,2,0,0,1,2,17,1,0,0
涙日和（住岡梨奈） ,G_Major,8,3,1,0,8,9,5,0,9,22,2,0,2,0,7,0,0,0,5,23,5,0,2,0
DROPS（住岡梨奈） ,A_Major,0,0,2,5,27,2,2,0,33,0,3,0,0,21,0,0,4,0,30,0,0,0,0,4
噛むとフニャン feat.Astro（佐々木希） ,A#/B♭_Major,0,0,0,0,0,4,41,0,0,0,24,0,0,0,0,0,4,0,0,0,55,2,0,0
パペピプ♪パピペプ♪パペピプポ♪（佐々木希） ,F#/G♭_Major,0,0,14,0,0,0,0,20,0,0,0,0,22,0,0,0,0,6,1,0,0,25,18,0
今は幸せかい（佐川満男） ,C_minor,0,40,0,0,7,0,0,0,0,0,0,16,0,0,18,0,2,0,0,0,0,0,0,0
肝っ玉かあさん（佐良直美） ,F_Major,15,0,1,0,3,3,0,0,0,0,17,0,1,0,10,4,1,0,0,3,6,0,0,0
いいじゃないの幸せならば（佐良直美） ,F_minor,14,0,1,0,0,0,9,0,0,0,0,36,0,0,0,10,9,0,0,0,0,17,0,0
世界は二人のために（佐良直美） ,F#/G♭_Major,0,0,38,0,0,0,0,0,0,0,0,0,42,0,0,0,0,20,0,0,0,0,0,0
ぼくのブルージーン（佐藤公彦） ,C_Major,23,0,0,0,0,0,0,0,0,0,18,0,0,0,25,0,0,0,0,4,0,0,0,0
いつかほほえみかけて（佐藤公彦） ,D_Major,0,0,0,0,49,0,0,0,0,23,0,0,0,0,9,0,0,0,26,0,0,0,0,0
かわいそうな怪獣ちゃん（佐藤公彦） ,G_Major,12,0,0,0,34,0,0,0,0,2,0,0,0,0,24,0,0,0,0,6,0,0,0,8
ひとりになれなかったふたり（佐藤公彦） ,G_Major,8,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,0,0,0,0
A氏への手紙（佐藤公彦） ,C_Major,40,0,0,0,0,1,0,0,0,10,13,0,0,0,15,0,0,0,0,12,0,0,0,0
ねずみ（佐藤公彦） ,A_Major,0,0,0,0,6,0,0,0,13,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0
あゆ（佐藤公彦） ,D_Major,0,0,0,0,34,0,0,0,0,6,0,0,0,3,14,0,0,0,18,0,0,0,1,0
この部屋から（佐藤公彦） ,C_Major,26,0,0,0,0,4,0,0,0,20,20,4,0,0,15,0,1,0,0,0,0,0,0,0
23番地の子守唄（佐藤公彦） ,A_Major,0,0,0,5,13,0,0,0,20,0,0,0,0,0,0,0,0,0,29,0,0,0,0,20
みちくさ（佐藤公彦） ,G_Major,16,0,0,0,14,0,0,0,0,6,0,0,0,0,49,0,0,0,0,6,0,0,0,0
あの太陽もっと幸あれ（佐藤公彦） ,G_Major,18,0,0,0,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,9,0,0,0,0
ぼくらの生活（佐藤公彦） ,E_Major,0,0,0,13,0,0,0,0,36,0,0,0,0,1,0,0,0,4,35,0,0,0,52,0
そのとき恋が（佐藤公彦） ,A_Major,0,0,0,5,18,0,0,0,14,0,0,0,0,26,0,0,0,0,30,0,0,0,0,0
今日このごろ（佐藤公彦） ,D_Major,10,0,0,0,41,0,0,0,0,20,0,0,3,0,15,0,0,0,12,0,0,0,0,7
みにくいあひるの子（佐藤公彦） ,A_Major,0,0,0,0,24,0,0,0,28,0,0,0,0,4,0,0,0,0,47,0,0,0,0,0
ゆりかごとブランコ､そしてシーソー（佐藤公彦） ,D#/E♭_Major,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,31,0,0,0,15,0,0,0
海（佐藤公彦） ,D_Major,0,0,0,0,25,0,0,0,0,0,0,0,0,12,22,0,0,0,8,0,0,0,0,0
虞美人草（佐藤公彦） ,D#/E♭_Major,0,22,0,0,0,0,41,0,0,0,0,12,0,0,0,5,22,0,0,0,26,0,0,0
過ぎた時もこれから来る時も（佐藤公彦） ,A#/B♭_Major,0,21,0,0,0,7,24,0,0,0,8,0,0,0,0,7,0,0,0,0,28,0,0,0
雨宿り（佐藤公彦） ,G_Major,10,0,8,0,21,0,16,0,10,0,0,0,0,0,18,0,12,0,11,0,0,0,0,0
愛と私（佐藤公彦） ,E_Major,0,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,13,0,0,0,24,0
帰りたい（佐藤公彦） ,F_minor,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,21,0,0
私は小さな悪魔（佐藤公彦） ,C_Major,32,0,0,0,0,7,0,0,0,8,16,0,0,0,24,0,0,0,0,12,0,0,0,0
お昼寝（佐藤公彦） ,C_Major,48,0,0,0,15,1,0,0,0,0,9,0,0,0,43,0,0,0,0,3,0,0,0,0
海ゆりの唄（佐藤公彦） ,A_Major,0,0,0,5,12,0,0,0,43,0,1,0,0,1,0,0,0,0,41,0,0,0,0,12
羽子板エレジー（佐藤公彦） ,C_minor,1,26,0,0,0,0,4,0,0,0,3,3,0,0,0,23,4,0,0,0,11,0,0,0
愛しのティナ（佐藤公彦） ,A_minor,0,0,0,0,12,1,0,0,65,0,65,0,0,0,64,0,0,0,12,65,0,0,0,0
バイオリンのおけいこ（佐藤公彦） ,G_Major,10,0,0,0,35,0,0,0,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0
祈り（佐藤公彦） ,G_Major,35,0,6,0,34,0,4,0,0,3,3,0,2,0,43,0,0,0,0,0,2,0,0,0
もうすぐクリスマス（佐藤公彦） ,G_Major,13,0,0,0,27,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0
思い出の国（佐藤公彦） ,C_Major,23,0,0,0,0,0,0,0,0,0,13,0,0,0,40,0,0,0,0,13,0,0,0,0
愛のソネット（佐藤公彦） ,A_Major,4,0,0,18,27,0,0,0,24,0,0,0,0,3,2,0,0,0,35,0,0,0,0,3
セブンティーン（佐藤公彦） ,F_Major,28,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,18,24,0,0,0
メリー・ゴーランド（佐藤公彦） ,C_Major,24,0,0,0,0,2,0,0,0,15,18,0,0,0,26,0,0,0,0,23,0,0,0,0
ぼくがここに居るからさ（佐藤公彦） ,D_Major,12,0,0,0,66,0,0,0,0,3,3,0,0,0,30,0,0,0,64,0,0,0,0,0
小さな子守唄（佐藤公彦） ,D_Major,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,1
踊り子（佐藤公彦） ,E_Major,0,0,0,4,0,0,0,0,36,0,0,0,0,14,0,0,0,12,3,0,0,0,22,0
西海岸へ続く道（佐藤公彦） ,G_Major,6,0,0,0,31,0,0,0,0,0,0,0,0,0,86,0,0,0,0,48,0,0,0,6
食べてしまいたい女の子（佐藤公彦） ,D_Major,6,0,0,0,17,0,0,0,1,6,0,0,0,0,11,0,0,0,3,0,0,0,0,0
小さなお話（佐藤公彦） ,C_Major,28,0,0,0,0,1,0,0,0,14,6,4,0,0,23,0,0,0,0,29,0,0,0,0
酔っ払いのブルース（佐藤公彦） ,G_Major,22,0,0,0,10,0,0,0,0,2,9,0,0,0,23,0,0,0,0,1,0,0,3,0
浜なす恋歌（佐藤公彦） ,G_Major,15,0,0,0,28,0,0,0,0,4,5,0,0,0,17,0,0,0,0,0,0,0,0,6
魔術（佐藤公彦） ,A_Major,0,0,0,0,15,0,0,0,18,0,0,0,0,0,1,0,0,0,38,0,0,0,0,3
通りゃんせ（佐藤公彦） ,D_Major,0,0,0,0,27,0,0,0,0,4,0,0,0,7,14,0,0,0,17,2,0,0,4,22
夕ぐれ（佐藤公彦） ,G_Major,12,0,0,0,19,0,1,0,0,10,0,0,0,0,36,0,0,0,0,13,0,1,0,4
ねえ メロディー（佐藤公彦） ,A#/B♭_Major,0,3,0,0,0,4,9,0,0,0,21,0,0,0,0,6,0,0,1,0,17,0,0,0
落ちて行く時（佐藤公彦） ,C_Major,44,0,0,0,0,0,0,0,0,8,51,0,0,0,38,0,0,0,0,0,0,0,0,0
生活（佐藤公彦） ,G_Major,29,0,0,0,27,0,0,0,0,20,0,0,0,0,27,0,0,0,0,3,0,0,0,3
猫（佐藤公彦） ,G_Major,23,0,0,0,17,0,0,0,0,5,5,0,0,0,37,0,0,0,0,0,0,0,0,0
日々是決戦（佐藤公彦） ,G_Major,24,0,0,0,27,0,0,0,0,0,0,0,0,0,43,0,0,0,0,10,0,0,0,0
扉をあける君を（佐藤公彦） ,D_Major,2,0,0,0,36,0,0,0,0,7,4,0,0,0,8,0,0,0,18,0,0,0,0,40
神戸エレジー（佐藤公彦） ,D_Major,2,0,0,0,20,0,0,0,0,4,0,0,2,7,15,0,0,0,29,0,0,0,0,11
渡る世間は（佐藤公彦） ,G_Major,15,0,0,0,18,0,0,0,0,0,0,0,0,0,44,0,0,0,0,31,0,0,0,0
雪の街（佐藤公彦） ,D_Major,0,0,0,0,13,0,8,0,0,0,0,0,0,14,10,0,0,0,22,0,0,0,0,18
雪割草が咲いたら（佐藤公彦） ,C_Major,16,0,0,0,0,8,0,0,0,12,15,0,0,0,29,0,0,0,0,20,0,0,0,0
秋から冬へ（佐藤公彦） ,D_Major,0,0,0,0,43,0,0,0,0,24,0,0,0,0,7,0,0,0,11,0,0,0,0,0
はじめとおわり（佐藤公彦） ,F_Major,12,0,0,0,0,0,0,0,5,0,46,0,0,0,0,5,0,0,0,5,24,0,0,0
恋に別れを（佐藤公彦） ,F_Major,45,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,0,0,0,2,27,0,0,0
恋摘み唄（佐藤公彦） ,D_Major,0,0,0,0,28,0,0,0,0,4,0,0,0,9,20,0,0,0,11,0,0,0,0,4
話しかけておくれ（佐藤公彦） ,C_Major,42,0,0,0,0,0,5,0,0,0,37,0,0,0,20,0,0,0,0,4,5,0,0,0
さよなら何となくの淡い毎日（佐藤公彦） ,A_Major,0,0,0,0,23,0,0,0,24,0,0,0,0,0,0,0,0,0,38,0,0,0,0,14
くもの糸よきれないで（佐藤公彦） ,C_Major,38,0,0,0,0,10,0,0,0,0,26,0,0,0,43,0,0,0,0,7,0,0,0,0
たった一人の友達（佐藤公彦） ,G_Major,8,1,0,0,16,0,0,0,5,6,0,0,0,6,15,0,0,0,16,12,0,0,0,15
私の太陽（佐野元春 & THE COYOTE BAND） ,D_minor,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
WILD HEARTS（佐野元春） ,E_Major,0,0,0,0,0,0,0,0,32,0,0,0,0,15,0,0,0,11,31,0,0,0,11,0
